season,holiday,workingday,weather,temp,atemp,humidity,windspeed,year,month,weekday,hour,count
2,0,1,2,14.76,16.665,63,27.9993,2011,4,1,13,56.0
2,0,1,2,14.76,15.91,57,32.9975,2011,4,1,14,76.0
2,0,1,1,16.4,20.455,46,31.0009,2011,4,1,15,68.0
2,0,1,1,15.58,19.695,46,27.9993,2011,4,1,16,130.0
2,0,1,1,17.22,21.21,38,27.9993,2011,4,1,17,273.0
2,0,1,1,15.58,19.695,40,32.9975,2011,4,1,18,267.0
2,0,1,1,14.76,16.665,43,19.9995,2011,4,1,19,160.0
2,0,1,1,13.94,15.91,46,19.0012,2011,4,1,20,91.0
2,0,1,1,13.94,14.395,46,35.0008,2011,4,1,21,89.0
2,0,1,1,13.12,15.15,49,19.9995,2011,4,1,22,46.0
2,0,1,1,12.3,14.395,49,19.0012,2011,4,1,23,26.0
2,0,1,1,12.3,15.91,49,7.0015,2011,4,2,0,15.0
2,0,1,1,10.66,13.635,60,8.9981,2011,4,2,1,2.0
2,0,1,1,9.84,12.12,70,8.9981,2011,4,2,2,5.0
2,0,1,1,10.66,13.635,60,8.9981,2011,4,2,3,4.0
2,0,1,1,9.84,12.12,65,8.9981,2011,4,2,4,1.0
2,0,1,1,9.84,12.88,70,7.0015,2011,4,2,5,13.0
2,0,1,1,9.84,12.88,70,7.0015,2011,4,2,6,56.0
2,0,1,1,10.66,13.635,65,7.0015,2011,4,2,7,133.0
2,0,1,1,13.12,15.15,61,15.0013,2011,4,2,8,325.0
2,0,1,1,14.76,16.665,46,16.9979,2011,4,2,9,165.0
2,0,1,1,16.4,20.455,37,26.0027,2011,4,2,10,69.0
2,0,1,1,17.22,21.21,38,26.0027,2011,4,2,11,93.0
2,0,1,1,18.04,21.97,41,16.9979,2011,4,2,12,134.0
2,0,1,1,18.86,22.725,38,32.9975,2011,4,2,13,112.0
2,0,1,1,20.5,24.24,34,27.9993,2011,4,2,14,115.0
2,0,1,1,21.32,25.0,32,22.0028,2011,4,2,15,117.0
2,0,1,1,22.14,25.76,28,27.9993,2011,4,2,16,169.0
2,0,1,1,21.32,25.0,32,30.0026,2011,4,2,17,356.0
2,0,1,1,21.32,25.0,29,23.9994,2011,4,2,18,325.0
2,0,1,1,20.5,24.24,31,19.9995,2011,4,2,19,232.0
2,0,1,1,18.86,22.725,51,15.0013,2011,4,2,20,141.0
2,0,1,1,18.86,22.725,41,19.0012,2011,4,2,21,102.0
2,0,1,1,18.86,22.725,41,19.0012,2011,4,2,22,84.0
2,0,1,1,18.86,22.725,41,19.9995,2011,4,2,23,40.0
2,0,1,1,18.86,22.725,41,19.0012,2011,4,3,0,20.0
2,0,1,1,17.22,21.21,47,8.9981,2011,4,3,1,13.0
2,0,1,1,17.22,21.21,54,21.524653383333337,2011,4,3,2,7.0
2,0,1,1,14.76,17.425,66,12.998,2011,4,3,3,3.0
2,0,1,1,13.94,16.665,76,12.998,2011,4,3,4,1.0
2,0,1,1,13.94,15.91,76,15.0013,2011,4,3,5,6.0
2,0,1,1,13.12,15.15,81,16.9979,2011,4,3,6,64.0
2,0,1,2,13.94,16.665,76,11.0014,2011,4,3,7,160.0
2,0,1,1,14.76,17.425,76,12.998,2011,4,3,8,314.0
2,0,1,2,16.4,20.455,66,8.9981,2011,4,3,9,170.0
2,0,1,2,17.22,21.21,67,7.0015,2011,4,3,10,95.0
2,0,1,2,18.86,22.725,55,18.382798561111084,2011,4,3,11,122.0
2,0,1,2,18.86,22.725,55,18.382798561111084,2011,4,3,12,153.0
2,0,1,2,21.32,25.0,48,6.0032,2011,4,3,13,135.0
2,0,1,1,22.96,26.515,43,6.0032,2011,4,3,14,157.0
2,0,1,1,24.6,31.06,38,7.0015,2011,4,3,15,160.0
2,0,1,1,24.6,31.06,35,20.628920333333316,2011,4,3,16,213.0
2,0,1,1,21.32,25.0,52,19.0012,2011,4,3,17,343.0
2,0,1,1,19.68,23.485,55,16.9979,2011,4,3,18,333.0
2,0,1,1,18.86,22.725,59,19.9995,2011,4,3,19,226.0
2,0,1,1,18.04,21.97,62,11.0014,2011,4,3,20,203.0
2,0,1,2,18.04,21.97,67,19.0012,2011,4,3,21,108.0
2,0,1,2,16.4,20.455,76,12.998,2011,4,3,22,81.0
2,0,1,1,15.58,19.695,76,16.9979,2011,4,3,23,54.0
2,0,1,2,14.76,17.425,76,15.0013,2011,4,4,0,25.0
2,0,1,2,13.94,16.665,76,8.9981,2011,4,4,1,9.0
2,0,1,3,13.94,16.665,76,11.0014,2011,4,4,2,13.0
2,0,1,3,13.94,16.665,76,11.0014,2011,4,4,3,1.0
2,0,1,2,13.94,16.665,86,8.9981,2011,4,4,4,1.0
2,0,1,2,13.12,15.91,87,12.998,2011,4,4,5,9.0
2,0,1,2,13.94,18.18,87,6.851003323809517,2011,4,4,6,35.0
2,0,1,3,13.94,16.665,87,11.0014,2011,4,4,7,113.0
2,0,1,3,13.94,16.665,87,11.0014,2011,4,4,8,221.0
2,0,1,2,14.76,17.425,76,12.998,2011,4,4,9,185.0
2,0,1,2,14.76,16.665,71,19.0012,2011,4,4,10,73.0
2,0,1,2,16.4,20.455,62,26.0027,2011,4,4,11,98.0
2,0,1,3,15.58,19.695,66,15.0013,2011,4,4,12,80.0
2,0,1,3,14.76,16.665,76,19.0012,2011,4,4,13,42.0
2,0,1,3,13.94,15.91,87,15.0013,2011,4,4,14,15.0
2,0,1,3,13.94,15.91,87,15.0013,2011,4,4,15,25.0
2,0,1,2,13.12,15.15,93,16.9979,2011,4,4,16,60.0
2,0,1,3,13.12,15.15,93,16.9979,2011,4,4,17,148.0
2,0,1,3,13.12,15.15,93,16.9979,2011,4,4,18,62.0
2,0,1,3,12.3,13.635,93,27.9993,2011,4,4,19,53.0
2,0,1,2,12.3,13.635,93,22.0028,2011,4,4,20,63.0
2,0,1,2,12.3,14.395,93,16.9979,2011,4,4,21,54.0
2,0,1,2,12.3,13.635,93,19.9995,2011,4,4,22,51.0
2,0,1,2,12.3,14.395,93,15.0013,2011,4,4,23,35.0
2,0,0,2,12.3,14.395,87,15.0013,2011,4,5,0,31.0
2,0,0,2,12.3,15.15,87,8.9981,2011,4,5,1,20.0
2,0,0,2,13.12,15.15,87,15.0013,2011,4,5,2,17.0
2,0,0,3,12.3,14.395,100,16.9979,2011,4,5,3,14.0
2,0,0,3,12.3,13.635,100,16.9979,2011,4,5,4,3.0
2,0,0,2,12.3,14.395,93,15.0013,2011,4,5,5,5.0
2,0,0,2,12.3,14.395,93,12.998,2011,4,5,6,13.0
2,0,0,2,12.3,15.15,93,11.0014,2011,4,5,7,21.0
2,0,0,2,13.12,15.15,93,11.0014,2011,4,5,8,54.0
2,0,0,2,13.94,17.425,87,7.0015,2011,4,5,9,98.0
2,0,0,2,13.94,16.665,87,8.9981,2011,4,5,10,133.0
2,0,0,2,14.76,18.18,81,8.257747926190474,2011,4,5,11,142.0
2,0,0,2,14.76,17.425,81,8.9981,2011,4,5,12,202.0
2,0,0,2,14.76,18.94,81,9.869134457142854,2011,4,5,13,222.0
2,0,0,2,14.76,17.425,81,8.9981,2011,4,5,14,212.0
2,0,0,2,14.76,18.94,87,8.217501379076474,2011,4,5,15,201.0
2,0,0,2,15.58,19.695,82,11.11603583015873,2011,4,5,16,191.0
2,0,0,2,15.58,19.695,82,6.0032,2011,4,5,17,257.0
2,0,0,2,15.58,19.695,82,7.0015,2011,4,5,18,177.0
2,0,0,2,15.58,19.695,82,8.9981,2011,4,5,19,130.0
2,0,0,2,15.58,19.695,87,11.0014,2011,4,5,20,93.0
2,0,0,2,14.76,17.425,93,8.9981,2011,4,5,21,75.0
2,0,0,2,14.76,17.425,93,8.9981,2011,4,5,22,87.0
2,0,0,2,15.58,19.695,87,6.0032,2011,4,5,23,57.0
2,0,0,2,15.58,19.695,87,6.0032,2011,4,6,0,53.0
2,0,0,2,15.58,19.695,87,8.9981,2011,4,6,1,37.0
2,0,0,2,15.58,19.695,87,6.0032,2011,4,6,2,36.0
2,0,0,2,15.58,19.695,87,8.9981,2011,4,6,3,16.0
2,0,0,2,14.76,18.18,93,7.0015,2011,4,6,4,5.0
2,0,0,2,14.76,18.18,93,6.0032,2011,4,6,5,4.0
2,0,0,2,14.76,18.18,93,6.0032,2011,4,6,6,4.0
2,0,0,2,14.76,18.18,100,6.0032,2011,4,6,7,10.0
2,0,0,2,15.58,19.695,94,6.0032,2011,4,6,8,55.0
2,0,0,2,15.58,19.695,94,8.9981,2011,4,6,9,81.0
2,0,0,2,16.4,20.455,87,11.559689038888903,2011,4,6,10,150.0
2,0,0,2,16.4,20.455,87,8.9981,2011,4,6,11,202.0
2,0,0,2,17.22,21.21,88,8.9981,2011,4,6,12,230.0
2,0,0,1,18.86,22.725,82,7.0015,2011,4,6,13,263.0
2,0,0,1,20.5,24.24,72,12.998,2011,4,6,14,281.0
2,0,0,1,20.5,24.24,77,15.0013,2011,4,6,15,297.0
2,0,0,2,21.32,25.0,72,11.0014,2011,4,6,16,288.0
2,0,0,2,21.32,25.0,72,12.998,2011,4,6,17,236.0
2,0,0,1,20.5,24.24,77,12.998,2011,4,6,18,240.0
2,0,0,1,20.5,24.24,77,12.998,2011,4,6,19,131.0
2,0,0,1,18.86,22.725,82,8.9981,2011,4,6,20,92.0
2,0,0,1,18.04,21.97,88,12.998,2011,4,6,21,95.0
2,0,0,1,18.04,21.97,94,16.9979,2011,4,6,22,57.0
2,0,0,1,18.86,22.725,88,23.9994,2011,4,6,23,32.0
2,0,1,1,19.68,23.485,88,22.0028,2011,4,0,0,23.0
2,0,1,1,18.86,22.725,94,19.0012,2011,4,0,1,4.0
2,0,1,1,18.86,22.725,94,19.0012,2011,4,0,2,9.0
2,0,1,1,18.86,22.725,94,12.998,2011,4,0,4,1.0
2,0,1,1,18.86,22.725,94,12.998,2011,4,0,5,13.0
2,0,1,2,18.86,22.725,100,15.0013,2011,4,0,6,61.0
2,0,1,2,20.5,24.24,88,15.0013,2011,4,0,7,176.0
2,0,1,2,21.32,25.0,88,19.0012,2011,4,0,8,314.0
2,0,1,2,22.96,26.515,83,19.0012,2011,4,0,9,165.0
2,0,1,2,22.96,26.515,83,19.9995,2011,4,0,10,96.0
2,0,1,2,24.6,29.545,73,19.9995,2011,4,0,11,104.0
2,0,1,2,24.6,29.545,73,22.0028,2011,4,0,12,134.0
2,0,1,2,26.24,30.305,69,27.9993,2011,4,0,13,139.0
2,0,1,2,29.52,33.335,54,23.9994,2011,4,0,14,145.0
2,0,1,1,30.34,33.335,48,35.0008,2011,4,0,15,141.0
2,0,1,1,30.34,33.335,48,35.0008,2011,4,0,16,235.0
2,0,1,1,30.34,33.335,48,35.0008,2011,4,0,17,452.0
2,0,1,1,29.52,33.335,51,26.0027,2011,4,0,18,383.0
2,0,1,1,29.52,33.335,51,30.0026,2011,4,0,19,284.0
2,0,1,1,27.88,31.82,57,35.0008,2011,4,0,20,166.0
2,0,1,1,27.06,31.06,61,16.9979,2011,4,0,21,158.0
2,0,1,2,26.24,31.06,50,19.0012,2011,4,0,22,91.0
2,0,1,3,23.78,27.275,60,22.100754,2011,4,0,23,54.0
2,0,1,2,25.42,31.06,50,7.0015,2011,4,1,0,24.0
2,0,1,2,25.42,31.06,50,6.0032,2011,4,1,1,13.0
2,0,1,2,24.6,31.06,53,8.9981,2011,4,1,2,14.0
2,0,1,2,23.78,27.275,56,8.9981,2011,4,1,3,1.0
2,0,1,2,22.96,26.515,64,8.9981,2011,4,1,4,6.0
2,0,1,2,22.14,25.76,68,8.9981,2011,4,1,5,16.0
2,0,1,2,22.14,25.76,68,19.0012,2011,4,1,6,58.0
2,0,1,2,22.14,25.76,68,15.0013,2011,4,1,7,189.0
2,0,1,3,19.68,23.485,88,26.0027,2011,4,1,8,226.0
2,0,1,3,18.86,22.725,94,32.9975,2011,4,1,9,54.0
2,0,1,3,20.5,24.24,82,27.9993,2011,4,1,10,40.0
2,0,1,1,21.32,25.0,77,23.9994,2011,4,1,11,49.0
2,0,1,2,22.96,26.515,64,31.0009,2011,4,1,12,92.0
2,0,1,3,22.14,25.76,68,19.0012,2011,4,1,13,106.0
2,0,1,2,20.5,24.24,82,19.0012,2011,4,1,14,44.0
2,0,1,2,19.68,23.485,77,35.0008,2011,4,1,15,78.0
2,0,1,2,19.68,23.485,77,26.0027,2011,4,1,16,99.0
2,0,1,3,18.04,21.97,77,15.0013,2011,4,1,17,291.0
2,0,1,3,18.04,21.97,77,15.0013,2011,4,1,18,224.0
2,0,1,2,17.22,21.21,82,19.0012,2011,4,1,19,130.0
2,0,1,2,17.22,21.21,82,19.0012,2011,4,1,20,103.0
2,0,1,2,17.22,21.21,82,12.998,2011,4,1,21,84.0
2,0,1,2,16.4,20.455,94,19.9995,2011,4,1,22,54.0
2,0,1,2,16.4,20.455,94,16.9979,2011,4,1,23,39.0
2,0,1,2,16.4,20.455,100,19.9995,2011,4,2,0,15.0
2,0,1,2,16.4,20.455,100,19.9995,2011,4,2,1,1.0
2,0,1,3,16.4,20.455,100,19.9995,2011,4,2,2,2.0
2,0,1,3,16.4,20.455,94,22.0028,2011,4,2,3,2.0
2,0,1,3,16.4,20.455,94,22.0028,2011,4,2,4,3.0
2,0,1,3,15.58,19.695,94,16.9979,2011,4,2,5,5.0
2,0,1,3,15.58,19.695,94,15.0013,2011,4,2,6,34.0
2,0,1,3,14.76,17.425,100,15.0013,2011,4,2,7,70.0
2,0,1,3,15.58,19.695,94,12.998,2011,4,2,8,164.0
2,0,1,2,15.58,19.695,94,15.0013,2011,4,2,9,65.0
2,0,1,2,16.4,20.455,87,12.998,2011,4,2,10,46.0
2,0,1,2,17.22,21.21,82,12.998,2011,4,2,11,61.0
2,0,1,3,17.22,21.21,82,16.9979,2011,4,2,12,95.0
2,0,1,2,18.04,21.97,77,12.998,2011,4,2,13,61.0
2,0,1,2,17.22,21.21,77,16.9979,2011,4,2,14,106.0
2,0,1,2,18.04,21.97,72,19.0012,2011,4,2,15,81.0
2,0,1,1,18.86,22.725,67,19.0012,2011,4,2,16,142.0
2,0,1,1,18.86,22.725,67,19.9995,2011,4,2,17,309.0
2,0,1,1,18.04,21.97,62,26.0027,2011,4,2,18,321.0
2,0,1,1,18.04,21.97,62,16.9979,2011,4,2,19,175.0
2,0,1,1,18.04,21.97,62,16.9979,2011,4,2,20,126.0
2,0,1,1,17.22,21.21,67,11.0014,2011,4,2,21,117.0
2,0,1,1,17.22,21.21,67,12.998,2011,4,2,22,99.0
2,0,1,1,16.4,20.455,71,8.9981,2011,4,2,23,62.0
2,0,1,1,15.58,19.695,76,8.9981,2011,4,3,0,21.0
2,0,1,1,15.58,19.695,76,15.0013,2011,4,3,1,10.0
2,0,1,1,14.76,17.425,76,8.9981,2011,4,3,2,3.0
2,0,1,1,13.94,16.665,81,8.9981,2011,4,3,3,2.0
2,0,1,1,13.94,18.18,76,6.785121745238089,2011,4,3,4,9.0
2,0,1,1,13.94,17.425,76,6.0032,2011,4,3,5,14.0
2,0,1,1,13.94,17.425,76,7.0015,2011,4,3,6,70.0
2,0,1,1,15.58,19.695,66,16.8733671,2011,4,3,7,193.0
2,0,1,1,17.22,21.21,58,11.0014,2011,4,3,8,337.0
2,0,1,1,18.86,22.725,51,8.9981,2011,4,3,9,170.0
2,0,1,1,20.5,24.24,51,12.998,2011,4,3,10,89.0
2,0,1,1,21.32,25.0,45,11.0014,2011,4,3,11,115.0
2,0,1,1,22.14,25.76,42,8.9981,2011,4,3,12,145.0
2,0,1,1,22.96,26.515,37,15.0013,2011,4,3,13,159.0
2,0,1,1,22.96,26.515,35,6.0032,2011,4,3,14,137.0
2,0,1,1,24.6,31.06,31,6.0032,2011,4,3,15,142.0
2,0,1,1,24.6,30.305,26,7.0015,2011,4,3,16,202.0
2,0,1,1,24.6,30.305,28,17.498238133333345,2011,4,3,17,388.0
2,0,1,1,22.96,26.515,30,24.742501227380945,2011,4,3,18,337.0
2,0,1,1,22.14,25.76,32,29.974087591666635,2011,4,3,19,259.0
2,0,1,1,20.5,24.24,51,12.998,2011,4,3,20,169.0
2,0,1,1,18.86,22.725,63,8.9981,2011,4,3,21,145.0
2,0,1,1,19.68,23.485,55,7.0015,2011,4,3,22,104.0
2,0,1,1,18.86,22.725,59,7.0015,2011,4,3,23,47.0
2,1,0,1,18.04,21.97,67,8.70863983474025,2011,4,4,0,27.0
2,1,0,1,18.04,21.97,62,16.07084920429293,2011,4,4,1,15.0
2,1,0,1,16.4,20.455,76,9.736540021428565,2011,4,4,2,18.0
2,1,0,1,16.4,20.455,76,9.736540021428565,2011,4,4,3,3.0
2,1,0,1,15.58,19.695,82,6.0032,2011,4,4,4,3.0
2,1,0,1,14.76,18.18,81,7.0015,2011,4,4,5,13.0
2,1,0,1,14.76,18.18,81,6.0032,2011,4,4,6,47.0
2,1,0,1,16.4,20.455,71,11.0014,2011,4,4,7,149.0
2,1,0,1,18.04,21.97,62,19.9995,2011,4,4,8,300.0
2,1,0,1,20.5,24.24,55,12.998,2011,4,4,9,178.0
2,1,0,1,20.5,24.24,55,12.998,2011,4,4,10,122.0
2,1,0,1,21.32,25.0,55,12.998,2011,4,4,11,136.0
2,1,0,1,21.32,25.0,55,19.0012,2011,4,4,12,200.0
2,1,0,1,22.14,25.76,52,16.9979,2011,4,4,13,180.0
2,1,0,1,22.14,25.76,52,16.9979,2011,4,4,14,163.0
2,1,0,1,22.14,25.76,52,30.0026,2011,4,4,15,162.0
2,1,0,1,21.32,25.0,55,32.9975,2011,4,4,16,243.0
2,1,0,2,20.5,24.24,63,26.0027,2011,4,4,17,331.0
2,1,0,2,18.86,22.725,67,26.0027,2011,4,4,18,263.0
2,1,0,1,17.22,21.21,77,26.0027,2011,4,4,19,209.0
2,1,0,2,16.4,20.455,76,22.0028,2011,4,4,20,118.0
2,1,0,2,16.4,20.455,76,19.9995,2011,4,4,21,102.0
2,1,0,2,15.58,19.695,82,26.0027,2011,4,4,22,80.0
2,1,0,2,14.76,17.425,81,12.998,2011,4,4,23,64.0
2,0,0,2,14.76,17.425,81,15.0013,2011,4,5,0,43.0
2,0,0,2,14.76,16.665,87,19.0012,2011,4,5,1,33.0
2,0,0,2,14.76,17.425,87,8.9981,2011,4,5,2,24.0
2,0,0,2,14.76,17.425,87,11.0014,2011,4,5,3,14.0
2,0,0,2,14.76,17.425,87,15.0013,2011,4,5,4,5.0
2,0,0,2,15.58,19.695,87,19.0012,2011,4,5,5,4.0
2,0,0,3,16.4,20.455,82,22.0028,2011,4,5,6,10.0
2,0,0,2,16.4,20.455,82,27.9993,2011,4,5,7,21.0
2,0,0,3,16.4,20.455,87,23.9994,2011,4,5,8,45.0
2,0,0,3,16.4,20.455,100,19.9995,2011,4,5,9,29.0
2,0,0,3,17.22,21.21,94,26.0027,2011,4,5,10,22.0
2,0,0,3,17.22,21.21,94,30.0026,2011,4,5,11,31.0
2,0,0,2,18.86,22.725,88,39.0007,2011,4,5,12,32.0
2,0,0,3,18.86,22.725,94,35.0008,2011,4,5,13,58.0
2,0,0,3,21.32,25.0,83,39.0007,2011,4,5,14,63.0
2,0,0,3,21.32,25.0,83,39.0007,2011,4,5,15,78.0
2,0,0,3,20.5,24.24,88,31.0009,2011,4,5,16,33.0
2,0,0,3,20.5,24.24,88,39.0007,2011,4,5,17,15.0
2,0,0,2,20.5,24.24,94,26.0027,2011,4,5,18,38.0
2,0,0,2,21.32,25.0,94,27.9993,2011,4,5,19,71.0
2,0,0,3,18.04,21.97,94,15.0013,2011,4,5,20,53.0
2,0,0,2,18.04,21.97,94,19.079321999999998,2011,4,5,21,14.0
2,0,0,3,17.22,21.21,100,24.239927128571395,2011,4,5,22,24.0
2,0,0,2,18.04,21.97,77,19.0012,2011,4,5,23,35.0
2,0,0,2,18.04,21.97,77,19.0012,2011,4,6,0,33.0
2,0,0,1,17.22,21.21,67,15.0013,2011,4,6,1,31.0
2,0,0,1,16.4,20.455,62,12.998,2011,4,6,2,29.0
2,0,0,1,16.4,20.455,66,8.9981,2011,4,6,3,25.0
2,0,0,1,14.76,18.18,76,7.0015,2011,4,6,4,7.0
2,0,0,1,14.76,17.425,71,11.0014,2011,4,6,5,3.0
2,0,0,1,14.76,15.91,66,30.0026,2011,4,6,6,8.0
2,0,0,1,14.76,16.665,50,23.9994,2011,4,6,7,16.0
2,0,0,1,15.58,19.695,46,26.0027,2011,4,6,8,43.0
2,0,0,1,16.4,20.455,43,19.0012,2011,4,6,9,102.0
2,0,0,1,17.22,21.21,44,30.0026,2011,4,6,10,211.0
2,0,0,1,18.86,22.725,41,27.9993,2011,4,6,11,304.0
2,0,0,1,18.86,22.725,38,26.0027,2011,4,6,12,354.0
2,0,0,1,20.5,24.24,34,26.0027,2011,4,6,13,343.0
2,0,0,1,21.32,25.0,34,26.0027,2011,4,6,14,361.0
2,0,0,1,22.14,25.76,32,35.0008,2011,4,6,15,388.0
2,0,0,1,22.14,25.76,30,23.9994,2011,4,6,16,343.0
2,0,0,1,22.96,26.515,30,30.0026,2011,4,6,17,306.0
2,0,0,1,22.96,26.515,30,26.0027,2011,4,6,18,277.0
2,0,0,1,22.96,26.515,30,19.9995,2011,4,6,19,210.0
2,0,0,1,21.32,25.0,36,12.998,2011,4,6,20,141.0
2,0,0,1,20.5,24.24,42,12.998,2011,4,6,21,83.0
2,0,0,1,20.5,24.24,39,7.0015,2011,4,6,22,70.0
2,0,0,1,18.04,21.97,67,11.0014,2011,4,6,23,56.0
2,0,1,1,18.86,22.725,47,6.0032,2011,4,0,0,39.0
2,0,1,1,18.86,22.725,47,8.9981,2011,4,0,1,19.0
2,0,1,1,17.22,21.21,67,7.0015,2011,4,0,2,16.0
2,0,1,1,17.22,21.21,62,7.0015,2011,4,0,3,7.0
2,0,1,1,16.4,20.455,87,11.0014,2011,4,0,4,6.0
2,0,1,1,16.4,20.455,76,6.0032,2011,4,0,5,16.0
2,0,1,1,16.4,20.455,82,12.16236961904763,2011,4,0,6,54.0
2,0,1,1,18.86,22.725,63,10.307162058730157,2011,4,0,7,168.0
2,0,1,1,18.86,22.725,63,10.307162058730157,2011,4,0,8,297.0
2,0,1,2,20.5,24.24,55,7.0015,2011,4,0,9,169.0
2,0,1,2,21.32,25.0,55,7.0015,2011,4,0,10,109.0
2,0,1,2,22.14,25.76,52,6.0032,2011,4,0,11,123.0
2,0,1,2,22.96,26.515,49,6.0032,2011,4,0,12,184.0
2,0,1,2,22.96,26.515,49,11.0014,2011,4,0,13,169.0
2,0,1,2,23.78,27.275,49,12.998,2011,4,0,14,144.0
2,0,1,2,24.6,31.06,43,12.998,2011,4,0,15,176.0
2,0,1,1,24.6,31.06,46,19.0012,2011,4,0,16,205.0
2,0,1,1,23.78,27.275,49,19.0012,2011,4,0,17,428.0
2,0,1,1,26.24,31.06,31,23.9994,2011,4,0,18,362.0
2,0,1,1,22.96,26.515,46,16.9979,2011,4,0,19,286.0
2,0,1,1,24.6,31.06,33,19.9995,2011,4,0,20,165.0
2,0,1,1,22.96,26.515,37,19.0012,2011,4,0,21,151.0
2,0,1,1,21.32,25.0,55,19.0012,2011,4,0,22,90.0
2,0,1,1,20.5,24.24,59,16.9979,2011,4,0,23,46.0
2,0,1,1,20.5,24.24,55,15.0013,2011,4,1,0,25.0
2,0,1,1,18.86,22.725,63,15.0013,2011,4,1,1,7.0
2,0,1,1,18.86,22.725,67,19.0012,2011,4,1,2,13.0
2,0,1,1,19.68,23.485,63,15.0013,2011,4,1,3,3.0
2,0,1,1,18.86,22.725,67,6.0032,2011,4,1,4,5.0
2,0,1,2,18.86,22.725,72,12.998,2011,4,1,5,18.0
2,0,1,2,19.68,23.485,67,18.732529521428578,2011,4,1,6,65.0
2,0,1,2,21.32,25.0,55,9.637666366666659,2011,4,1,7,188.0
2,0,1,2,20.5,24.24,68,8.9981,2011,4,1,8,351.0
2,0,1,3,21.32,25.0,63,6.0032,2011,4,1,9,162.0
2,0,1,2,20.5,24.24,72,15.0013,2011,4,1,10,75.0
2,0,1,2,22.14,25.76,68,11.0014,2011,4,1,11,72.0
2,0,1,2,22.14,25.76,64,6.0032,2011,4,1,12,103.0
2,0,1,2,22.14,25.76,68,15.0013,2011,4,1,13,129.0
2,0,1,2,22.14,25.76,64,12.998,2011,4,1,14,107.0
2,0,1,2,22.14,25.76,65,11.0014,2011,4,1,15,127.0
2,0,1,1,22.96,26.515,52,19.9995,2011,4,1,16,192.0
2,0,1,1,22.96,26.515,60,7.0015,2011,4,1,17,411.0
2,0,1,2,22.14,25.76,64,8.9981,2011,4,1,18,421.0
2,0,1,2,20.5,24.24,72,12.998,2011,4,1,19,276.0
2,0,1,2,20.5,24.24,72,15.0013,2011,4,1,20,168.0
2,0,1,2,20.5,24.24,72,8.9981,2011,4,1,21,122.0
2,0,1,1,19.68,23.485,77,6.0032,2011,4,1,22,112.0
2,0,1,1,18.86,22.725,88,6.0032,2011,4,1,23,52.0
2,0,0,1,17.22,21.21,67,6.0032,2011,5,6,0,96.0
2,0,0,1,17.22,21.21,69,7.0015,2011,5,6,1,59.0
2,0,0,1,17.22,21.21,77,7.0015,2011,5,6,2,50.0
2,0,0,1,16.4,20.455,82,7.0015,2011,5,6,3,23.0
2,0,0,1,16.4,20.455,76,7.0015,2011,5,6,4,17.0
2,0,0,1,16.4,20.455,82,6.0032,2011,5,6,5,10.0
2,0,0,2,16.4,20.455,82,6.0032,2011,5,6,6,13.0
2,0,0,2,17.22,21.21,77,6.0032,2011,5,6,7,33.0
2,0,0,2,18.04,21.97,77,8.9981,2011,5,6,8,59.0
2,0,0,2,18.86,22.725,72,8.9981,2011,5,6,9,141.0
2,0,0,2,19.68,23.485,63,12.998,2011,5,6,10,264.0
2,0,0,1,18.86,22.725,82,7.0015,2011,5,6,11,250.0
2,0,0,2,19.68,23.485,77,7.0015,2011,5,6,12,281.0
2,0,0,2,20.5,24.24,63,11.0014,2011,5,6,13,332.0
2,0,0,2,20.5,24.24,68,7.0015,2011,5,6,14,238.0
2,0,0,2,20.5,24.24,72,11.787544500000017,2011,5,6,15,266.0
2,0,0,2,20.5,24.24,72,12.998,2011,5,6,16,214.0
2,0,0,2,19.68,23.485,82,16.9979,2011,5,6,17,196.0
2,0,0,2,18.86,22.725,82,6.0032,2011,5,6,18,159.0
2,0,0,2,18.86,22.725,84,7.0015,2011,5,6,19,178.0
2,0,0,2,18.86,22.725,82,13.981100677777778,2011,5,6,20,121.0
2,0,0,2,18.86,22.725,82,13.981100677777778,2011,5,6,21,105.0
2,0,0,2,18.86,22.725,82,13.981100677777778,2011,5,6,22,100.0
2,0,0,1,18.86,22.725,77,12.998,2011,5,6,23,146.0
2,0,1,1,18.86,22.725,72,8.9981,2011,5,0,0,177.0
2,0,1,1,18.86,22.725,72,8.9981,2011,5,0,1,114.0
2,0,1,2,18.04,21.97,77,15.0013,2011,5,0,2,35.0
2,0,1,1,18.04,21.97,77,8.9981,2011,5,0,3,16.0
2,0,1,1,18.04,21.97,77,11.0014,2011,5,0,4,17.0
2,0,1,2,18.04,21.97,77,8.9981,2011,5,0,5,20.0
2,0,1,1,18.04,21.97,88,7.0015,2011,5,0,6,62.0
2,0,1,2,18.86,22.725,82,22.0028,2011,5,0,7,209.0
2,0,1,2,19.68,23.485,77,15.0013,2011,5,0,8,371.0
2,0,1,2,20.5,24.24,77,19.0012,2011,5,0,9,172.0
2,0,1,2,22.14,25.76,77,15.0013,2011,5,0,10,108.0
2,0,1,1,23.78,27.275,73,19.9995,2011,5,0,11,130.0
2,0,1,1,25.42,30.305,69,15.0013,2011,5,0,12,187.0
2,0,1,2,25.42,30.305,69,12.998,2011,5,0,13,170.0
2,0,1,1,26.24,30.305,69,15.0013,2011,5,0,14,181.0
2,0,1,1,27.06,31.06,61,12.998,2011,5,0,15,155.0
